BLOCK,TRT,PLOT,PLOTID,TREE_NO,SPECIES,STAT01,STAT02,STAT03,STAT05,STAT12,STAT20,DOWN12,DOWN20,DBH_01,DBH_05,DBH_12,DBH_20,HT01,HT20,CrFBH01,CrFBH20
3,tb,2,4302,4.1,PIPO,0,1,1,1,1,1,0,0,11.684,,,,9.05255971,,,
3,tb,2,4302,5,PIPO,0,3,3,3,3,3,1,1,41.656,41.656,41.656,,23.40863925,,6.797039783,
3,tb,2,4302,6,PIPO,0,0,0,0,2,2,0,1,16.002,16.764,19.304,,13.13687958,,5.882639812,
3,tb,2,4302,6.1,PIPO,,,,,,0,0,0,,,,12.7,,9.143999707,,4.267199863
3,tb,2,4302,6.1,PICO,0,1,1,1,1,1,0,0,11.43,,,,10.91183965,,,
3,tb,2,4302,7,PIPO,0,0,0,0,0,0,0,0,13.97,14.732,17.018,20.066,11.33855964,14.93519952,5.273039831,6.400799795
3,tb,2,4302,7.2,PIPO,0,1,1,1,1,1,0,0,56.642,,,,26.51759915,,,
3,tb,2,4302,8,PIPO,0,0,0,0,0,0,0,0,16.256,17.272,20.574,24.892,12.4663196,13.71599956,5.059679838,6.705599785
3,tb,2,4302,8.1,PIPO,0,1,1,1,1,1,0,0,50.038,,,,25.0850392,,,
3,tb,2,4302,9,PIPO,0,0,0,0,2,2,0,1,23.876,25.146,27.94,,17.09927945,,5.029199839,
3,tb,2,4302,9.1,PIPO,0,1,1,1,1,1,0,0,32.512,,,,19.38527938,,,
3,tb,2,4302,10,PIPO,0,0,0,0,0,2,0,0,28.702,29.972,35.052,,16.79447946,,7.284719767,
3,tb,2,4302,10.1,PIPO,0,1,1,1,1,1,0,0,25.908,,,,16.52015947,,,
3,tb,2,4302,11,PIPO,0,0,0,0,2,2,0,1,52.832,54.102,56.388,,21.09215933,,5.30351983,
3,tb,2,4302,11.1,PIPO,0,1,1,1,1,1,0,0,11.176,,,,8.778239719,,,
3,tb,2,4302,12,PIPO,0,0,0,0,2,2,0,1,25.4,27.178,29.718,,16.45919947,,6.187439802,
3,tb,2,4302,12.1,PIPO,0,1,1,1,1,1,0,0,12.7,,,,9.662159691,,,
3,tb,2,4302,13,PIPO,0,0,0,0,0,0,0,0,11.43,12.7,15.494,20.828,9.631679692,11.88719962,4.05383987,4.876799844
3,tb,2,4302,13.1,PIPO,0,1,1,1,1,1,0,0,10.414,,,,8.321039734,,,
3,tb,2,4302,14,PIPO,0,0,0,0,0,0,0,0,17.272,19.558,24.13,28.956,12.4663196,16.76399946,4.754879848,4.571999854
3,tb,2,4302,14.1,PIPO,0,1,1,1,1,1,0,0,10.16,,,,8.168639739,,,
3,tb,2,4302,15,PIPO,0,0,0,0,0,0,0,0,29.718,31.75,35.56,39.116,16.24583948,20.11679936,6.766559784,7.010399776
3,tb,2,4302,15.1,PIPO,0,1,1,1,1,1,0,0,18.542,,,,12.89303959,,,
3,tb,2,4302,16,PIPO,0,0,0,0,0,0,0,0,43.942,44.45,45.212,47.498,21.21407932,22.85999927,7.467599761,7.924799746
3,tb,2,4302,16.1,PIPO,,,,,,0,0,0,,,,10.16,,7.619999756,,3.352799893
3,tb,2,4302,17,PIPO,0,0,0,0,0,0,0,0,13.462,14.224,15.494,17.78,10.08887968,12.19199961,4.297679863,5.181599834
3,tb,2,4302,17.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
3,tb,2,4302,18,PIPO,0,0,0,0,0,0,0,0,15.494,16.256,18.034,20.828,12.5272796,16.76399946,4.511039856,6.400799795
3,tb,2,4302,18.1,PIPO,0,1,1,1,1,1,0,0,23.622,,,,15.45335951,,,
3,tb,2,4302,19,PIPO,0,0,0,0,0,0,0,0,36.576,37.846,40.386,45.466,20.72639934,22.25039929,7.894319747,7.924799746
3,tb,2,4302,19.1,PIPO,0,1,1,1,1,1,0,0,13.462,,,,10.08887968,,,
3,tb,2,4302,20,PIPO,0,0,0,0,0,0,0,0,17.272,17.526,19.304,20.828,11.97863962,14.93519952,5.364479828,7.010399776
3,tb,2,4302,21,PIPO,0,0,0,0,0,0,0,0,18.796,19.558,21.336,23.876,12.74063959,14.93519952,7.132319772,7.315199766
3,tb,2,4302,21.1,PIPO,0,1,1,1,1,1,0,0,30.48,,,,18.56231941,,,
3,tb,2,4302,22,PIPO,0,0,0,0,0,0,0,0,20.32,20.828,23.114,25.654,14.87423952,17.67839943,6.675119786,8.534399727
3,tb,2,4302,22.1,PIPO,0,1,1,1,1,1,0,0,10.922,,,,8.625839724,,,
3,tb,2,4302,23,PIPO,0,0,0,0,0,0,0,0,26.67,28.194,30.734,33.274,16.21535948,20.11679936,7.741919752,9.448799698
3,tb,2,4302,23.1,PIPO,0,1,1,1,1,1,0,0,36.576,,,,20.93975933,,,
3,tb,2,4302,24,PIPO,0,0,0,0,0,0,0,0,32.258,33.528,36.576,39.116,18.40991941,22.55519928,6.187439802,8.839199717
3,tb,2,4302,25.1,PIPO,0,1,1,1,1,1,0,0,12.7,,,,9.662159691,,,
3,tb,2,4302,26.1,PIPO,0,1,1,1,1,1,0,0,13.97,,,,10.39367967,,,
3,tb,2,4302,27.2,PIPO,0,0,0,0,0,0,0,0,10.668,10.668,11.684,13.716,8.473439729,8.229599737,,3.352799893
3,tb,2,4302,28.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
3,tb,2,4302,29.1,PIPO,0,1,1,1,1,1,0,0,12.192,,,,9.357359701,,,
3,tb,2,4302,30.1,PIPO,0,1,1,1,1,1,0,0,30.48,,,,18.56231941,,,
3,tb,2,4302,31.1,PIPO,0,1,1,1,1,1,0,0,10.16,,,,8.168639739,,,
3,tb,2,4302,99.1,PIPO,0,1,1,1,1,1,0,0,16.51,,,,11.79575962,,,
3,tb,5,4305,1,PIPO,0,0,0,0,0,0,0,0,25.146,26.416,28.702,31.242,18.7756794,20.02535936,8.473439729,9.966959681
3,tb,5,4305,1.1,PIPO,0,1,1,1,1,1,0,0,49.784,,,,25.0240792,,,
3,tb,5,4305,2,PIPO,0,0,0,0,0,0,0,0,37.084,38.862,41.402,44.704,19.08047939,22.82951927,9.509759696,9.509759696
3,tb,5,4305,2.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
3,tb,5,4305,3,PIPO,0,0,0,0,0,0,0,0,22.606,23.368,26.162,29.464,13.50263957,17.19071945,5.242559832,6.156959803
3,tb,5,4305,3.1,PIPO,0,1,1,1,1,1,0,0,33.528,,,,19.78151937,,,
3,tb,5,4305,4,PIPO,0,0,0,0,0,0,0,0,20.574,20.574,21.336,23.368,15.02663952,17.22119945,8.168639739,9.753599688
3,tb,5,4305,4.1,PIPO,0,1,1,1,1,1,0,0,12.7,,,,9.662159691,,,
3,tb,5,4305,5,PIPO,0,0,0,0,0,0,0,0,22.606,22.606,25.146,28.956,15.6057595,19.69007937,6.918959779,9.570719694
3,tb,5,4305,5.1,PSME,0,1,1,1,1,1,0,0,25.4,,,,15.08759952,,,
3,tb,5,4305,6,PIPO,0,3,3,3,3,3,1,1,10.668,10.668,10.668,,8.503919728,,3.078479902,
3,tb,5,4305,6.1,PIPO,0,1,1,1,1,1,0,0,23.114,,,,15.20951951,,,
3,tb,5,4305,7,PIPO,0,0,0,0,0,0,0,0,49.276,50.292,52.832,55.372,22.46375928,25.45079919,6.400799795,8.229599737
3,tb,5,4305,7.1,PIPO,0,1,1,1,1,1,0,0,46.736,,,,24.23159923,,,
3,tb,5,4305,8,PIPO,0,0,0,0,0,0,0,0,65.786,67.31,70.104,73.406,24.50591922,30.54095902,10.11935968,8.44295973
3,tb,5,4305,8.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
3,tb,5,4305,9,PIPO,0,0,0,0,0,0,0,0,48.768,49.53,52.07,53.086,26.76143914,29.35223906,12.67967959,11.00327965
3,tb,5,4305,9.2,PIPO,0,0,0,0,0,0,0,0,10.16,10.414,12.192,15.748,8.168639739,11.42999963,,4.815839846
3,tb,5,4305,10,PIPO,0,0,3,3,3,3,0,1,14.478,14.478,14.478,,8.077199742,,3.474719889,
3,tb,5,4305,11,PIPO,0,0,0,0,0,0,0,0,40.894,41.402,44.196,46.99,23.62199924,27.76727911,5.669279819,7.376159764
3,tb,5,4305,12,PIPO,0,0,0,0,0,0,0,0,27.686,29.718,34.544,39.624,20.54351934,25.35935919,9.418319699,7.924799746
3,tb,5,4305,13,PIPO,0,0,0,0,0,0,0,0,21.59,23.622,26.924,32.258,17.64791944,22.0065593,8.229599737,7.985759745
3,tb,9,4309,1,PIPO,0,0,0,0,0,0,0,0,32.258,34.29,37.592,41.402,21.00071933,22.85999927,8.961119713,10.97279965
3,tb,9,4309,1.1,PIPO,0,1,1,1,1,1,0,0,35.052,,,,20.39111935,,,
3,tb,9,4309,2,PICO,0,3,3,3,3,3,1,1,14.478,14.478,14.478,,16.15439948,,7.040879775,
3,tb,9,4309,2.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
3,tb,9,4309,3,PIPO,0,0,0,0,0,0,0,0,33.782,34.544,38.1,43.18,20.33015935,23.46959925,8.046719743,10.36319967
3,tb,9,4309,4,PIPO,0,0,0,0,0,0,0,0,24.384,24.384,27.178,31.496,18.53183941,20.72639934,9.99743968,11.58239963
3,tb,9,4309,4.1,PIPO,0,1,1,1,1,1,0,0,22.86,,,,15.08759952,,,
3,tb,9,4309,5,PIPO,0,0,0,0,0,0,0,0,32.512,32.766,36.322,39.878,16.91639946,21.64079931,7.955279745,9.753599688
3,tb,9,4309,5.1,PIPO,0,1,1,1,1,1,0,0,25.654,,,,16.42871947,,,
3,tb,9,4309,6,PIPO,0,0,0,0,0,0,0,0,16.002,16.002,17.018,19.05,15.84959949,19.20239939,9.296399703,12.4967996
3,tb,9,4309,6.1,PICO,0,1,1,1,1,1,0,0,43.942,,,,19.01951939,,,
3,tb,9,4309,7,PIPO,0,0,0,0,0,0,0,0,22.86,23.622,26.924,29.718,19.69007937,21.9455993,8.473439729,9.753599688
3,tb,9,4309,7.1,PICO,0,1,1,1,1,1,0,0,19.558,,,,15.5752795,,,
3,tb,9,4309,8,PIPO,0,0,0,0,0,2,0,0,58.166,60.198,64.77,,26.82239914,,8.74775972,
3,tb,9,4309,9,PIPO,0,0,0,0,0,0,0,0,20.32,21.59,25.908,32.512,15.5447995,20.42159935,4.968239841,6.705599785
3,tb,9,4309,9.1,PSME,0,1,1,1,1,1,0,0,15.24,,,,10.33271967,,,
3,tb,9,4309,10,PIPO,0,0,0,0,0,0,0,0,60.706,61.976,66.802,73.406,27.27959913,31.94303898,8.625839724,9.905999683
3,tb,9,4309,10.1,PIPO,0,1,1,1,1,1,0,0,55.88,,,,26.36519916,,,
3,tb,9,4309,11.1,PICO,0,1,1,1,1,1,0,0,49.276,,,,17.67839943,,,
3,tb,9,4309,12.1,PIPO,0,1,1,1,1,1,0,0,40.64,,,,22.37231928,,,
3,tb,9,4309,13.1,PIPO,0,1,1,1,1,1,0,0,12.7,,,,9.662159691,,,
3,tb,9,4309,14.1,PICO,0,1,1,1,1,1,0,0,13.97,,,,12.5577596,,,
3,tb,9,4309,15.1,PICO,0,1,1,1,1,1,0,0,16.764,,,,14.17319955,,,
3,tb,9,4309,16.1,PIPO,0,1,1,1,1,1,0,0,12.954,,,,9.814559686,,,
3,tb,9,4309,17.1,PIPO,0,1,1,1,1,1,0,0,13.97,,,,10.39367967,,,
3,tb,9,4309,18.2,PSME,0,3,3,3,3,3,0,1,10.668,10.668,10.668,,7.833359749,,,
3,tb,9,4309,19.1,PIPO,0,1,1,1,1,1,0,0,10.668,,,,8.473439729,,,
3,tb,9,4309,20.1,PIPO,0,1,1,1,1,1,0,0,68.834,,,,28.1330391,,,
3,tb,9,4309,21.1,PSME,0,1,1,1,1,1,0,0,45.974,,,,21.61031931,,,
3,tb,9,4309,22.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
3,tb,9,4309,23.1,PIPO,0,1,1,1,1,1,0,0,22.098,,,,14.72183953,,,
3,tb,9,4309,24.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
3,tb,9,4309,25.1,PIPO,0,1,1,1,1,1,0,0,27.178,,,,17.09927945,,,
3,tb,9,4309,26.1,PIPO,0,1,1,1,1,1,0,0,42.926,,,,23.10383926,,,
3,tb,12,4312,1,PIPO,0,0,3,3,3,3,1,1,16.256,16.256,16.256,,15.17903951,,8.473439729,
3,tb,12,4312,1.1,PIPO,0,1,1,1,1,1,0,0,12.446,,,,9.509759696,,,
3,tb,12,4312,2,PIPO,0,0,0,0,0,0,0,0,40.894,42.926,46.482,51.562,21.33599932,25.60319918,9.509759696,9.448799698
3,tb,12,4312,2.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
3,tb,12,4312,3,PIPO,0,0,0,0,0,0,0,0,40.894,42.418,46.228,50.546,18.95855939,21.9455993,8.168639739,10.36319967
3,tb,12,4312,3.1,PIPO,0,1,1,1,1,1,0,0,52.07,,,,25.57271918,,,
3,tb,12,4312,4,PIPO,0,0,0,0,0,0,0,0,35.56,38.1,40.894,46.482,18.34895941,22.85999927,10.33271967,12.19199961
3,tb,12,4312,4.1,PIPO,0,1,1,1,1,1,0,0,13.208,,,,9.936479682,,,
3,tb,12,4312,5,PIPO,0,0,0,0,0,0,0,0,23.114,24.384,27.94,31.242,16.27631948,20.11679936,9.113519708,11.58239963
3,tb,12,4312,5.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
3,tb,12,4312,6,PIPO,0,3,3,3,3,3,1,1,16.256,16.256,16.256,,13.86839956,,7.437119762,
3,tb,12,4312,6.1,PIPO,0,1,1,1,1,1,0,0,17.78,,,,12.4967996,,,
3,tb,12,4312,7,PIPO,0,0,0,0,0,0,0,0,26.67,29.718,34.544,39.624,18.92807939,23.16479926,8.381999732,10.66799966
3,tb,12,4312,7.1,PICO,0,1,1,1,1,1,0,0,28.194,,,,18.59279941,,,
3,tb,12,4312,8,PIPO,0,0,3,3,3,3,1,1,28.448,28.448,28.448,,17.43455944,,8.595359725,
3,tb,12,4312,8.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
3,tb,12,4312,9,PIPO,0,0,0,0,0,0,0,0,24.892,25.654,27.94,30.988,16.06295949,16.15439948,6.309359798,6.400799795
3,tb,12,4312,9.1,PIPO,0,1,1,1,1,1,0,0,13.97,,,,10.39367967,,,
3,tb,12,4312,10,PIPO,0,0,0,0,0,0,0,0,20.574,21.844,25.146,29.972,12.71015959,17.67839943,6.095999805,8.839199717
3,tb,12,4312,10.1,PSME,0,1,1,1,1,1,0,0,10.414,,,,7.711439753,,,
3,tb,12,4312,11,PIPO,0,0,0,0,0,0,0,0,19.05,20.066,23.622,26.162,12.34439961,15.84959949,7.406639763,7.619999756
3,tb,12,4312,11.1,PIPO,0,1,1,1,1,1,0,0,19.304,,,,13.28927958,,,
3,tb,12,4312,12,PIPO,0,0,0,0,0,0,0,0,29.21,30.988,34.29,38.1,16.82495946,20.72639934,8.534399727,9.753599688
3,tb,12,4312,12.1,PIPO,0,1,1,1,1,1,0,0,13.208,,,,9.936479682,,,
3,tb,12,4312,13,PIPO,0,0,0,0,0,0,0,0,23.114,24.638,28.194,33.274,14.78279953,19.20239939,6.705599785,7.924799746
3,tb,12,4312,13.1,PIPO,0,1,1,1,1,1,0,0,14.478,,,,10.66799966,,,
3,tb,12,4312,14,PIPO,0,0,0,0,0,0,0,0,23.114,24.13,27.94,33.782,12.95399959,19.81199937,5.760719816,7.071359774
3,tb,12,4312,14.1,PIPO,0,1,1,1,1,1,0,0,23.368,,,,15.33143951,,,
3,tb,12,4312,15.1,PSME,0,1,1,1,1,1,0,0,15.24,,,,10.33271967,,,
3,tb,12,4312,16.1,PICO,0,1,1,1,1,1,0,0,24.13,,,,17.40407944,,,
3,tb,12,4312,17.1,PSME,0,1,1,1,1,1,0,0,10.414,,,,7.711439753,,,
3,tb,12,4312,18.1,PIPO,0,1,1,1,1,1,0,0,25.4,,,,16.30679948,,,
3,tb,12,4312,19.1,PIPO,0,1,1,1,1,1,0,0,25.4,,,,16.30679948,,,
3,tb,12,4312,20.1,PICO,0,1,1,1,1,1,0,0,23.876,,,,17.31263945,,,
3,tb,12,4312,21.1,PIPO,0,1,1,1,1,1,0,0,13.716,,,,10.24127967,,,
3,tb,12,4312,22.1,PIPO,0,1,1,1,1,1,0,0,22.606,,,,14.96567952,,,
3,tb,12,4312,23.1,PICO,0,1,1,1,1,1,0,0,12.446,,,,11.58239963,,,
3,tb,12,4312,24.1,PSME,0,1,1,1,1,1,0,0,11.43,,,,8.260079736,,,
3,tb,12,4312,26.1,PIPO,0,1,1,1,1,1,0,0,10.668,,,,8.473439729,,,
3,tb,12,4312,27.1,PIPO,0,1,1,1,1,1,0,0,28.194,,,,17.55647944,,,
3,tb,12,4312,28.1,PICO,0,1,1,1,1,1,0,0,47.244,,,,18.28799942,,,
3,tb,12,4312,29.1,PICO,0,1,1,1,1,1,0,0,38.608,,,,19.59863937,,,
3,tb,12,4312,30.1,PIPO,0,1,1,1,1,1,0,0,13.97,,,,10.39367967,,,
3,tb,12,4312,31.1,PSME,0,1,1,1,1,1,0,0,15.748,,,,10.57655966,,,
3,tb,12,4312,32.1,PIPO,0,1,1,1,1,1,0,0,11.938,,,,9.204959705,,,
3,tb,12,4312,33.1,PSME,0,1,1,1,1,1,0,0,14.986,,,,10.18031967,,,
3,tb,12,4312,34.1,PIPO,0,1,1,1,1,1,0,0,12.7,,,,9.662159691,,,
3,tb,12,4312,35.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
3,tb,12,4312,36.1,PSME,0,1,1,1,1,1,0,0,22.606,,,,13.89887956,,,
3,tb,12,4312,37.1,PIPO,0,1,1,1,1,1,0,0,18.796,,,,13.01495958,,,
3,tb,12,4312,38.1,PSME,0,1,1,1,1,1,0,0,27.178,,,,15.81911949,,,
3,tb,18,4318,1,PIPO,0,3,3,3,3,3,1,1,12.446,12.446,12.446,,7.49807976,,2.316479926,
3,tb,18,4318,1.05,PIPO,,,,,0,0,0,0,,,12.954,17.272,,11.09471965,,3.962399873
3,tb,18,4318,1.1,PIPO,0,1,1,1,1,1,0,0,40.132,,,,22.18943929,,,
3,tb,18,4318,2,PIPO,0,3,3,3,3,3,1,1,14.478,14.478,14.478,,9.083039709,,4.05383987,
3,tb,18,4318,3,PIPO,0,0,0,0,0,0,0,0,20.066,21.082,23.368,26.416,14.05127955,21.33599932,5.120639836,6.370319796
3,tb,18,4318,3.2,PSME,0,3,3,3,3,3,0,1,10.922,10.922,10.922,,7.985759745,,,
3,tb,18,4318,4,PIPO,0,0,0,0,0,0,0,0,22.86,24.13,26.162,29.464,14.90471952,20.97023933,6.857999781,6.644639787
3,tb,18,4318,4.2,PSME,0,3,3,3,3,3,0,1,10.16,10.16,10.16,,7.559039758,,,
3,tb,18,4318,4.3,PIPO,,,,,,0,0,0,,,,11.938,,6.979919777,,1.523999951
3,tb,18,4318,4.4,PIPO,,,,,,0,0,0,,,,10.922,,8.595359725,,3.017519903
3,tb,18,4318,5,PIPO,0,0,0,0,0,0,0,0,21.59,23.876,27.432,33.02,17.43455944,25.48127919,7.223759769,8.016239744
3,tb,18,4318,5.1,PIPO,,,,,,0,0,0,,,,10.922,,1.828799942,,0.30479999
3,tb,18,4318,6,PIPO,0,0,0,0,0,0,0,0,30.48,32.004,34.544,38.1,16.61159947,22.89047927,6.217919801,5.181599834
3,tb,18,4318,7,PIPO,0,0,0,0,0,0,0,0,13.97,13.97,14.986,16.764,10.91183965,14.96567952,2.865119908,4.876799844
3,tb,18,4318,8,PIPO,0,0,0,0,0,0,0,0,59.944,61.214,63.5,65.786,24.74975921,27.31007913,9.204959705,8.503919728
3,tb,18,4318,9,PIPO,0,0,0,0,0,0,0,0,17.526,19.05,22.098,25.4,11.67383963,18.31847941,3.047999903,6.095999805
3,tb,18,4318,10,PIPO,0,0,0,0,0,0,0,0,48.768,50.8,51.816,54.61,24.38399922,28.1330391,9.601199693,8.930639714
3,tb,18,4318,11,PIPO,0,0,0,0,0,0,0,0,31.75,33.02,35.306,36.576,19.90343936,23.01239926,8.046719743,8.900159715
3,tb,18,4318,12,PIPO,0,0,0,0,0,0,0,0,57.404,57.912,59.182,60.198,27.91967911,30.14471904,7.559039758,9.784079687
3,tb,18,4318,99.1,PIPO,0,1,1,1,1,1,0,0,17.78,,,,12.4967996,,,
3,tb,22,4322,1,PIPO,0,0,0,0,0,0,0,0,63.246,65.786,69.85,72.136,29.71799905,32.91839895,10.45463967,11.88719962
3,tb,22,4322,1.1,PIPO,0,1,1,1,1,1,0,0,52.324,,,,25.63367918,,,
3,tb,22,4322,2,LAOC,0,0,0,0,0,0,0,0,47.244,47.498,49.276,51.816,26.24327916,29.26079906,13.44167957,7.315199766
3,tb,22,4322,2.1,PIPO,0,1,1,1,1,1,0,0,38.862,,,,21.7627193,,,
3,tb,22,4322,3,PIPO,0,0,0,0,0,0,0,0,57.404,58.674,61.468,63.754,26.24327916,30.17519903,9.265919704,10.97279965
3,tb,22,4322,3.1,PSME,0,1,1,1,1,1,0,0,12.954,,,,9.113519708,,,
3,tb,22,4322,4,PIPO,0,0,0,0,0,0,0,0,61.468,62.992,65.024,67.31,29.53511906,32.00399898,12.6491996,19.20239939
3,tb,22,4322,5,PIPO,0,0,0,0,0,0,0,0,55.118,57.404,59.436,61.976,29.47415906,31.69919899,13.99031955,14.93519952
3,tb,22,4322,6,PIPO,0,0,0,0,0,0,0,0,24.13,24.638,26.67,29.21,18.95855939,22.55519928,6.522719791,9.448799698
3,tb,22,4322,7,PIPO,0,3,3,3,3,3,1,1,12.7,12.7,12.7,,11.09471965,,3.657599883,
3,tb,22,4322,8,PIPO,0,0,0,0,0,0,0,0,29.718,30.988,33.274,37.338,19.04999939,24.68879921,8.412479731,9.753599688
3,tb,22,4322,9,PIPO,0,0,0,0,0,0,0,0,35.306,36.068,39.624,43.942,18.98903939,24.07919923,7.49807976,7.315199766
3,tb,22,4322,10,PIPO,0,0,3,3,3,3,1,1,22.606,22.606,22.606,,12.98447958,,5.760719816,
3,tb,24,4324,1,PIPO,0,0,0,2,2,2,0,0,35.814,35.814,35.814,,26.27375916,,10.66799966,
3,tb,24,4324,1.1,PIPO,0,1,1,1,1,1,0,0,36.068,,,,20.75687934,,,
3,tb,24,4324,2,PIPO,0,0,0,0,0,0,0,0,41.91,44.196,49.022,53.848,26.12135916,30.17519903,12.86255959,14.32559954
3,tb,24,4324,2.1,PSME,0,1,1,1,1,1,0,0,20.32,,,,12.83207959,,,
3,tb,24,4324,3,PIPO,0,0,0,0,0,0,0,0,50.546,54.102,60.706,67.31,27.76727911,33.83279892,10.33271967,12.80159959
3,tb,24,4324,3.1,PSME,0,1,1,1,1,1,0,0,27.178,,,,15.81911949,,,
3,tb,24,4324,4,PIPO,0,0,0,0,0,0,0,0,38.1,41.148,46.482,52.324,22.55519928,28.34639909,6.88847978,10.05839968
3,tb,24,4324,4.1,PIPO,,,,,0,0,0,0,,,,17.272,,9.448799698,,2.743199912
3,tb,24,4324,4.1,PSME,0,1,1,1,1,1,0,0,41.402,,,,20.51303934,,,
3,tb,24,4324,5,PIPO,0,0,0,0,0,2,0,0,48.006,49.022,52.324,60.452,26.27375916,29.56559905,13.13687958,14.32559954
3,tb,24,4324,5.1,PSME,0,1,1,1,1,1,0,0,18.542,,,,11.97863962,,,
3,tb,24,4324,6,PIPO,0,0,3,3,3,3,0,0,43.942,43.942,43.942,,26.73095915,,14.81327953,
3,tb,24,4324,6.1,PSME,0,1,1,1,1,1,0,0,38.1,,,,19.59863937,,,
3,tb,24,4324,7.1,PIPO,0,1,1,1,1,1,0,0,12.192,,,,9.357359701,,,
3,tb,24,4324,8.1,PIPO,0,1,1,1,1,1,0,0,52.07,,,,25.57271918,,,
3,tb,24,4324,9.1,PIPO,0,1,1,1,1,1,0,0,28.194,,,,17.55647944,,,
3,tb,24,4324,10.1,PIPO,0,1,1,1,1,1,0,0,25.4,,,,16.30679948,,,
3,tb,24,4324,11.1,PIPO,0,1,1,1,1,1,0,0,40.386,,,,22.28087929,,,
3,tb,24,4324,12.1,PIPO,0,1,1,1,1,1,0,0,35.56,,,,20.57399934,,,
3,tb,24,4324,13.1,PIPO,0,1,1,1,1,1,0,0,63.246,,,,27.55391912,,,
3,tb,24,4324,14.1,PIPO,0,1,1,1,1,1,0,0,32.004,,,,19.17191939,,,
3,tb,26,4326,1,PIPO,0,0,0,0,0,0,0,0,45.212,48.006,51.308,55.118,29.47415906,32.61359896,13.86839956,14.32559954
3,tb,26,4326,1.1,PIPO,0,1,1,1,1,1,0,0,20.32,,,,13.80743956,,,
3,tb,26,4326,2,PIPO,0,0,0,2,2,2,0,1,38.1,38.1,38.1,,27.64535912,,17.06879945,
3,tb,26,4326,2.1,PIPO,0,1,1,1,1,1,0,0,34.29,,,,20.08631936,,,
3,tb,26,4326,3,PIPO,0,0,0,0,0,0,0,0,53.086,54.61,56.642,60.96,26.21279916,28.0415991,11.03375965,17.06879945
3,tb,26,4326,3.1,PIPO,0,1,1,1,1,1,0,0,39.116,,,,21.8541593,,,
3,tb,26,4326,4,PIPO,0,0,0,0,0,0,0,0,51.816,53.594,55.88,59.69,27.82823911,31.394399,12.07007961,15.23999951
3,tb,26,4326,4.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
3,tb,26,4326,5,PSME,0,0,0,0,0,0,0,0,46.228,48.006,50.8,54.356,21.67127931,29.56559905,15.7581595,16.15439948
3,tb,26,4326,5.1,PIPO,0,1,1,1,1,1,0,0,26.416,,,,16.76399946,,,
3,tb,26,4326,6.1,PIPO,0,1,1,1,1,1,0,0,47.244,,,,24.35351922,,,
3,tb,26,4326,7.1,PSME,0,1,1,1,1,1,0,0,22.86,,,,13.99031955,,,
3,tb,26,4326,8.1,PSME,0,1,1,1,1,1,0,0,37.338,,,,19.38527938,,,
3,tb,26,4326,12.1,PICO,0,1,1,1,1,1,0,0,30.226,,,,19.01951939,,,
3,tb,26,4326,13.1,PSME,0,1,1,1,1,1,0,0,33.528,,,,18.16607942,,,
3,tb,26,4326,14.1,PSME,0,1,1,1,1,1,0,0,21.59,,,,13.44167957,,,
3,tb,26,4326,16.1,PSME,0,1,1,1,1,1,0,0,16.002,,,,10.72895966,,,
3,tb,26,4326,17.1,PSME,0,1,1,1,1,1,0,0,16.256,,,,10.85087965,,,
3,tb,26,4326,18.1,PSME,0,1,1,1,1,1,0,0,19.812,,,,12.5882396,,,
3,tb,26,4326,19.1,PIPO,0,1,1,1,1,1,0,0,31.242,,,,18.8671194,,,
3,tb,26,4326,20.1,PSME,0,1,1,1,1,1,0,0,41.91,,,,20.66543934,,,
3,tb,26,4326,21.1,PSME,0,1,1,1,1,1,0,0,21.336,,,,13.31975957,,,
3,tb,26,4326,22.1,PSME,0,1,1,1,1,1,0,0,21.336,,,,13.31975957,,,
3,tb,26,4326,23.1,PSME,0,1,1,1,1,1,0,0,23.622,,,,14.32559954,,,
3,tb,26,4326,24.1,PSME,0,1,1,1,1,1,0,0,16.256,,,,10.85087965,,,
3,tb,26,4326,25.1,PSME,0,1,1,1,1,1,0,0,32.766,,,,17.92223943,,,
3,tb,26,4326,26.1,PSME,0,1,1,1,1,1,0,0,32.004,,,,17.64791944,,,
3,tb,26,4326,27.1,PSME,0,1,1,1,1,1,0,0,36.576,,,,19.14143939,,,
3,tb,26,4326,28.1,PIPO,0,1,1,1,1,1,0,0,30.734,,,,18.6537594,,,
3,tb,26,4326,29.1,PIPO,0,1,1,1,1,1,0,0,13.462,,,,10.08887968,,,
