accepted_symbol,synonym_symbol,scientific_name,common_name,growth_habit
ERPEC2,NA,Erigeron peregrinus (Banks ex Pursh) Greene ssp. callianthemus (Greene) Cronquist var. callianthemus,subalpine fleabane,forb
ERPH,NA,Erigeron philadelphicus L.,Philadelphia fleabane,forb
ERPHP,NA,Erigeron philadelphicus L. var. philadelphicus,Philadelphia fleabane,forb
ERPI6,NA,Erigeron pinnatisectus (A. Gray) A. Nelson,featherleaf fleabane,forb
ERPU9,NA,Erigeron pulcherrimus A. Heller,basin fleabane,forb
ERPU2,NA,Erigeron pumilus Nutt.,shaggy fleabane,forb
ERPUP3,NA,Erigeron pumilus Nutt. ssp. pumilus,shaggy fleabane,forb
ERSI3,NA,Erigeron simplex Greene,onestem fleabane,forb
ERSP4,NA,Erigeron speciosus (Lindl.) DC.,aspen fleabane,forb
ERSPM,NA,Erigeron speciosus (Lindl.) DC. var. macranthus (Nutt.) Cronquist,aspen fleabane,forb
ERSPS,NA,Erigeron speciosus (Lindl.) DC. var. speciosus,aspen fleabane,forb
ERST3,NA,Erigeron strigosus Muhl. ex Willd.,prairie fleabane,forb
ERSTS2,NA,Erigeron strigosus Muhl. ex Willd. var. strigosus,prairie fleabane,forb
ERSU2,NA,Erigeron subtrinervis Rydb. ex Porter & Britton,threenerve fleabane,forb
ERSUS,NA,Erigeron subtrinervis Rydb. ex Porter & Britton var. subtrinervis,threenerve fleabane,forb
ERUI,NA,Erigeron uintahensis Cronquist,Uinta fleabane,forb
ERUR2,NA,Erigeron ursinus D.C. Eaton,Bear River fleabane,forb
ERUT,NA,Erigeron utahensis A. Gray,Utah fleabane,forb
ERUTS,NA,Erigeron utahensis A. Gray var. sparsifolius (Eastw.) Cronquist,Utah fleabane,forb
ERUTU,NA,Erigeron utahensis A. Gray var. utahensis,Utah fleabane,forb
ERVA3,NA,Erigeron vagus Payson,rambling fleabane,forb
ERVE2,NA,Erigeron vetensis Rydb.,early bluetop fleabane,forb
ERVR,NA,Erigeron vreelandii Greene,Vreeland's erigeron,forb
ERWI2,NA,Erigeron wilkenii O'Kane,Dieter's erigeron,forb
ERAC3,NA,Eriogonum acaule Nutt.,singlestem buckwheat,forb
ERAL4,NA,Eriogonum alatum Torr.,winged buckwheat,forb
ERALA2,NA,Eriogonum alatum Torr. var. alatum,winged buckwheat,forb
ERAN4,NA,Eriogonum annuum Nutt.,annual buckwheat,forb
ERBA5,NA,Eriogonum batemanii M.E. Jones,Bateman's buckwheat,forb
ERBI,NA,Eriogonum bicolor M.E. Jones,pretty buckwheat,forb
ERBR9,NA,Eriogonum brandegeei Rydb.,Brandegee's buckwheat,forb
ERBR5,NA,Eriogonum brevicaule Nutt.,shortstem buckwheat,forb
ERBRB4,NA,Eriogonum brevicaule Nutt. var. brevicaule,shortstem buckwheat,forb
ERCE2,NA,Eriogonum cernuum Nutt.,nodding buckwheat,forb
ERCEC,NA,Eriogonum cernuum Nutt. var. cernuum,nodding buckwheat,forb
ERCL2,NA,Eriogonum clavellatum Small,Comb Wash buckwheat,forb
ERCO11,NA,Eriogonum coloradense Small,Colorado buckwheat,forb
ERCO13,NA,Eriogonum contortum Small,grand buckwheat,forb
ERDI5,NA,Eriogonum divaricatum Hook.,divergent buckwheat,forb
EREP,NA,Eriogonum ephedroides Reveal,ephedra buckwheat,forb
EREX2,NA,Eriogonum exilifolium Reveal,dropleaf buckwheat,forb
ERFL4,NA,Eriogonum flavum Nutt.,alpine golden buckwheat,forb
ERFLF,NA,Eriogonum flavum Nutt. var. flavum,alpine golden buckwheat,forb
ERFU3,NA,Eriogonum fusiforme Small,Native American pipeweed,forb
ERGO,NA,Eriogonum gordonii Benth.,Gordon's buckwheat,forb
ERHE2,NA,Eriogonum heracleoides Nutt.,parsnipflower buckwheat,forb
ERHEH3,NA,Eriogonum heracleoides Nutt. var. heracleoides,parsnipflower buckwheat,forb
ERHO6,NA,Eriogonum hookeri S. Watson,Hooker's buckwheat,forb
ERIN4,NA,Eriogonum inflatum Torr. & Frém.,desert trumpet,forb
ERINI4,NA,Eriogonum inflatum Torr. & Frém. var. inflatum,desert trumpet,forb
ERJA,NA,Eriogonum jamesii Benth.,James' buckwheat,forb
ERJAF,NA,Eriogonum jamesii Benth. var. flavescens S. Watson,James' buckwheat,forb
ERJAJ,NA,Eriogonum jamesii Benth. var. jamesii,James' buckwheat,forb
ERJAX,NA,Eriogonum jamesii Benth. var. xanthum (Small) Reveal,James' buckwheat,forb
ERLA3,NA,Eriogonum lachnogynum Torr. ex Benth.,woollycup buckwheat,forb
ERLAL5,NA,Eriogonum lachnogynum Torr. ex Benth. var. lachnogynum,woollycup buckwheat,forb
ERLO4,NA,Eriogonum lonchophyllum Torr. & A. Gray,spearleaf buckwheat,forb
ERLOF,NA,Eriogonum lonchophyllum Torr. & A. Gray var. fendlerianum (Benth.) Reveal,spearleaf buckwheat,forb
ERLOI,NA,Eriogonum lonchophyllum Torr. & A. Gray var. intermontanum (Reveal) Reveal,spearleaf buckwheat,forb
ERLOL3,NA,Eriogonum lonchophyllum Torr. & A. Gray var. lonchophyllum,spearleaf buckwheat,forb
EROV,NA,Eriogonum ovalifolium Nutt.,cushion buckwheat,forb
EROVO5,NA,Eriogonum ovalifolium Nutt. var. ovalifolium,cushion buckwheat,forb
EROVP2,NA,Eriogonum ovalifolium Nutt. var. purpureum (Nutt.) Durand,cushion buckwheat,forb
ERPA11,NA,Eriogonum palmerianum Reveal,Palmer's buckwheat,forb
ERPA9,NA,Eriogonum pauciflorum Pursh,fewflower buckwheat,forb
ERPAG,NA,Eriogonum pauciflorum Pursh var. gnaphalodes (Benth.) Reveal,fewflower buckwheat,forb
ERPE10,NA,Eriogonum pelinophilum Reveal,clay-loving buckwheat,forb
ERRA3,NA,Eriogonum racemosum Nutt.,redroot buckwheat,forb
ERSC4,NA,Eriogonum scabrellum Reveal,Westwater buckwheat,forb
ERSH,NA,Eriogonum shockleyi S. Watson,Shockley's buckwheat,forb
ERTE9,NA,Eriogonum tenellum Torr.,tall buckwheat,forb
ERTET,NA,Eriogonum tenellum Torr. var. tenellum,tall buckwheat,forb
ERTU2,NA,Eriogonum tumulosum (Barneby) Reveal,Woodside buckwheat,forb
ERUM,NA,Eriogonum umbellatum Torr.,sulphur-flower buckwheat,forb
ERUMA3,NA,Eriogonum umbellatum Torr. var. aureum (Gandog.) Reveal,sulphur-flower buckwheat,forb
ERUMM,NA,Eriogonum umbellatum Torr. var. majus Hook.,sulphur-flower buckwheat,forb
ERUMP2,NA,Eriogonum umbellatum Torr. var. porteri (Small) S. Stokes,sulphur-flower buckwheat,forb
ERUMS2,NA,Eriogonum umbellatum Torr. var. subaridum S. Stokes,sulphur-flower buckwheat,forb
ERUMU2,NA,Eriogonum umbellatum Torr. var. umbellatum,sulphur-flower buckwheat,forb
ERVI13,NA,Eriogonum viridulum Reveal,clay hill buckwheat,forb
ERWE,NA,Eriogonum wetherillii Eastw.,Wetherill's buckwheat,forb
ERNA,NA,Eritrichium nanum (Vill.) Schrad. ex Gaudin,arctic alpine forget-me-not,forb
ERNAA2,NA,Eritrichium nanum (Vill.) Schrad. ex Gaudin var. argenteum (Wight) I.M. Johnst.,arctic alpine forget-me-not,forb
ERNAE,NA,Eritrichium nanum (Vill.) Schrad. ex Gaudin var. elongatum (Rydb.) Cronquist,arctic alpine forget-me-not,forb
ERCI6,NA,Erodium cicutarium (L.) L'Hér. ex Aiton,redstem stork's bill,forb
ERCIC,NA,Erodium cicutarium (L.) L'Hér. ex Aiton ssp. cicutarium,redstem stork's bill,forb
ERPL5,NA,Eryngium planum L.,plains eryngo,forb
ERAS2,NA,Erysimum asperum (Nutt.) DC.,western wallflower,forb
ERCA14,NA,Erysimum capitatum (Douglas ex Hook.) Greene,sanddune wallflower,forb
ERCAC,NA,Erysimum capitatum (Douglas ex Hook.) Greene var. capitatum,sanddune wallflower,forb
ERCAP3,NA,Erysimum capitatum (Douglas ex Hook.) Greene var. purshii (Durand) Rollins,Pursh's wallflower,forb
ERCH9,NA,Erysimum cheiranthoides L.,wormseed wallflower,forb
ERIN7,NA,Erysimum inconspicuum (S. Watson) MacMill.,shy wallflower,forb
ERINI6,NA,Erysimum inconspicuum (S. Watson) MacMill. var. inconspicuum,shy wallflower,forb
ERRE4,NA,Erysimum repandum L.,spreading wallflower,forb
ERGR9,NA,Erythronium grandiflorum Pursh,yellow avalanche-lily,forb
ERGRG3,NA,Erythronium grandiflorum Pursh ssp. grandiflorum,yellow avalanche-lily,forb
ESCA2,NA,Eschscholzia californica Cham.,California poppy,forb
ESCAC,NA,Eschscholzia californica Cham. ssp. californica,California poppy,forb
EUEL2,NA,Eucephalus elegans Nutt.,elegant aster,forb
EUEN,NA,Eucephalus engelmannii (D.C. Eaton) Greene,Engelmann's aster,forb
EUSY,NA,Euclidium syriacum (L.) W.T. Aiton,Syrian mustard,forb
EUBR,NA,Euphorbia brachycera Engelm.,horned spurge,forb
EUCR2,NA,Euphorbia crenulata Engelm.,Chinese caps,forb
EUCY2,NA,Euphorbia cyparissias L.,cypress spurge,forb
EUDA5,NA,Euphorbia davidii Subils,David's spurge,forb
EUDE4,NA,Euphorbia dentata Michx.,toothed spurge,forb
EUDED,NA,Euphorbia dentata Michx. var. dentata,toothed spurge,forb
EUES,NA,Euphorbia esula L.,leafy spurge,forb
EUESE,NA,Euphorbia esula L. var. esula,leafy spurge,forb
EUESU,NA,Euphorbia esula L. var. uralensis (Fisch. ex Link) Dorn,Russian leafy spurge,forb
EUHE5,NA,Euphorbia hexagona Nutt. ex Spreng.,sixangle spurge,forb
EUMA8,NA,Euphorbia marginata Pursh,snow on the mountain,forb
EUMY2,NA,Euphorbia myrsinites L.,myrtle spurge,forb
EUNE2,NA,Euphorbia nephradenia Barneby,Paria spurge,forb
EUPE6,NA,Euphorbia peplus L.,petty spurge,forb
EUSC6,NA,Euphorbia schizoloba Engelm.,Mojave spurge,forb
EUSP,NA,Euphorbia spathulata Lam.,warty spurge,forb
EUGL19,NA,Eurybia glauca (Nutt.) G.L. Nesom,gray aster,forb
EUGLG2,NA,Eurybia glauca (Nutt.) G.L. Nesom var. glauca,gray aster,forb
EUHO4,NA,Eurybia horrida (Wooton & Standl.) G.L. Nesom,horrid herrickia,forb
EUEX5,NA,Eustoma exaltatum (L.) Salisb. ex G. Don,catchfly prairie gentian,forb
EUEXR,NA,Eustoma exaltatum (L.) Salisb. ex G. Don ssp. russellianum (Hook.) Kartesz,showy prairie gentian,forb
EUGR5,NA,Euthamia graminifolia (L.) Nutt.,flat-top goldentop,forb
EUGRG,NA,Euthamia graminifolia (L.) Nutt. var. graminifolia,flat-top goldentop,forb
EUGY,NA,Euthamia gymnospermoides Greene,Texas goldentop,forb
EUOC4,NA,Euthamia occidentalis Nutt.,western goldentop,forb
EUPE10,NA,Eutrema penlandii Rollins,Penland's eutrema,forb
EUMA9,NA,Eutrochium maculatum (L.) E.E. Lamont,spotted joe pye weed,forb
EUMAB4,NA,Eutrochium maculatum (L.) E.E. Lamont var. bruneri (A. Gray) E.E. Lamont,spotted joe pye weed,forb
EVPR,NA,Evax prolifera Nutt. ex DC.,bighead pygmycudweed,forb
EVNU,NA,Evolvulus nuttallianus Schult.,shaggy dwarf morning-glory,forb
FAES2,NA,Fagopyrum esculentum Moench,buckwheat,forb
FIUL,NA,Filipendula ulmaria (L.) Maxim.,queen of the meadow,forb
FIULD2,NA,Filipendula ulmaria (L.) Maxim. ssp. denudata (J. Presl & C. Presl) Hayek,queen of the meadow,forb
FLCA,NA,Flaveria campestris J.R. Johnst.,alkali yellowtops,forb
FLPR,NA,Floerkea proserpinacoides Willd.,false mermaidweed,forb
FRVE,NA,Fragaria vesca L.,woodland strawberry,forb
FRVEB2,NA,Fragaria vesca L. ssp. bracteata (A. Heller) Staudt,woodland strawberry,forb
FRVI,NA,Fragaria virginiana Duchesne,Virginia strawberry,forb
FRVIG2,NA,Fragaria virginiana Duchesne ssp. glauca (S. Watson) Staudt,Virginia strawberry,forb
FRVIP2,NA,Fragaria virginiana Duchesne ssp. platypetala (Rydb.) Staudt,Virginia strawberry,forb
FRAL5,NA,Frasera albomarginata S. Watson,desert frasera,forb
FRCO7,NA,Frasera coloradensis (C.M. Rogers) D.M. Post,Colorado frasera,forb
FRPA2,NA,Frasera paniculata Torr.,tufted frasera,forb
FRSP,NA,Frasera speciosa Douglas ex Griseb.,elkweed,forb
FRAT,NA,Fritillaria atropurpurea Nutt.,spotted fritillary,forb
FRPU2,NA,Fritillaria pudica (Pursh) Spreng.,yellow fritillary,forb
FRFL,NA,Froelichia floridana (Nutt.) Moq.,plains snakecotton,forb
FRFLC,NA,Froelichia floridana (Nutt.) Moq. var. campestris (Small) Fernald,plains snakecotton,forb
FRGR3,NA,Froelichia gracilis (Hook.) Moq.,slender snakecotton,forb
FUVA,NA,Fumaria vaillantii Loisel.,earthsmoke,forb
FUCR,NA,Funastrum crispum (Benth.) Schltr.,wavyleaf twinevine,forb
GAAR,NA,Gaillardia aristata Pursh,blanketflower,forb
GAPI,NA,Gaillardia pinnatifida Torr.,red dome blanketflower,forb
GAPIP2,NA,Gaillardia pinnatifida Torr. var. pinnatifida,red dome blanketflower,forb
GAPU,NA,Gaillardia pulchella Foug.,Indian blanket,forb
GAPUP2,NA,Gaillardia pulchella Foug. var. pulchella,NA,forb
GASP,NA,Gaillardia spathulata A. Gray,western blanketflower,forb
GAOF,NA,Galega officinalis L.,professor-weed,forb
GABI3,NA,Galeopsis bifida Boenn.,splitlip hempnettle,forb
GAPA2,NA,Galinsoga parviflora Cav.,gallant soldier,forb
GAQU,NA,Galinsoga quadriradiata Cav.,shaggy soldier,forb
GAAP2,NA,Galium aparine L.,stickywilly,forb
GABI,NA,Galium bifolium S. Watson,twinleaf bedstraw,forb
GABO2,NA,Galium boreale L.,northern bedstraw,forb
GACO2,NA,Galium coloradoense W. Wight,Colorado bedstraw,forb
GAME3,NA,Galium mexicanum Kunth,Mexican bedstraw,forb
GAMEA,NA,Galium mexicanum Kunth ssp. asperrimum (A. Gray) Dempster,Mexican bedstraw,forb
GAOD3,NA,Galium odoratum (L.) Scop.,sweetscented bedstraw,forb
GATR2,NA,Galium trifidum L.,threepetal bedstraw,forb
GATRS2,NA,Galium trifidum L. ssp. subbiflorum (Wiegand) Piper,threepetal bedstraw,forb
GATRT5,NA,Galium trifidum L. ssp. trifidum,threepetal bedstraw,forb
GATR3,NA,Galium triflorum Michx.,fragrant bedstraw,forb
GAVE,NA,Galium verum L.,Yellow Spring bedstraw,forb
GAVEV,NA,Galium verum L. var. verum,Yellow Spring bedstraw,forb
GADE2,NA,Gayophytum decipiens F.H. Lewis & Szweykowski,deceptive groundsmoke,forb
GADI2,NA,Gayophytum diffusum Torr. & A. Gray,spreading groundsmoke,forb
GADIP,NA,Gayophytum diffusum Torr. & A. Gray ssp. parviflorum F.H. Lewis & Szweykowski,spreading groundsmoke,forb
GARA,NA,Gayophytum racemosum Torr. & A. Gray,blackfoot groundsmoke,forb
GARA2,NA,Gayophytum ramosissimum Torr. & A. Gray,pinyon groundsmoke,forb
GEAF,NA,Gentiana affinis Griseb.,pleated gentian,forb
GEAL2,NA,Gentiana algida Pall.,whitish gentian,forb
GEAN,NA,Gentiana andrewsii Griseb.,closed bottle gentian,forb
GEANA,NA,Gentiana andrewsii Griseb. var. andrewsii,closed bottle gentian,forb
GEFR,NA,Gentiana fremontii Torr.,moss gentian,forb
GEPA,NA,Gentiana parryi Engelm.,Parry's gentian,forb
GEPR3,NA,Gentiana prostrata Haenke,pygmy gentian,forb
GEAM3,NA,Gentianella amarella (L.) Börner,autumn dwarf gentian,forb
GEAMA,NA,Gentianella amarella (L.) Börner ssp. acuta (Michx.) J.M. Gillett,autumn dwarf gentian,forb
GEAMH,NA,Gentianella amarella (L.) Börner ssp. heterosepala (Engelm.) J.M. Gillett,autumn dwarf gentian,forb
GETE4,NA,Gentianella tenella (Rottb.) Börner,Dane's dwarf gentian,forb
GETET,NA,Gentianella tenella (Rottb.) Börner ssp. tenella,Dane's dwarf gentian,forb
GETO,NA,Gentianella tortuosa (M.E. Jones) J.M. Gillett,Cathedral Bluff dwarf gentian,forb
GEBA2,NA,Gentianopsis barbellata (Engelm.) Iltis,perennial fringed gentian,forb
GETH,NA,Gentianopsis thermalis (Kuntze) Iltis,Rocky Mountain fringed gentian,forb
GEAT2,NA,Geranium atropurpureum A. Heller,western purple cranesbill,forb
GEATA,NA,Geranium atropurpureum A. Heller var. atropurpureum,western purple cranesbill,forb
GEATC,NA,Geranium atropurpureum A. Heller var. cowenii (Rydb.) Dorn,western purple cranesbill,forb
GEBI2,NA,Geranium bicknellii Britton,Bicknell's cranesbill,forb
GECA3,NA,Geranium caespitosum James,pineywoods geranium,forb
GECAC3,NA,Geranium caespitosum James var. caespitosum,pineywoods geranium,forb
GECAF,NA,Geranium caespitosum James var. fremontii (Torr. ex A. Gray) Dorn,Fremont's geranium,forb
GECAP2,NA,Geranium caespitosum James var. parryi (Engelm.) W.A. Weber,Parry's geranium,forb
GECO,NA,Geranium columbinum L.,longstalk cranesbill,forb
GEIB,NA,Geranium ibericum Cav.,Iberian geranium,forb
GEPU2,NA,Geranium pusillum L.,small geranium,forb
GERI,NA,Geranium richardsonii Fisch. & Trautv.,Richardson's geranium,forb
GEVI2,NA,Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey.,sticky purple geranium,forb
GEVII,NA,Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey. var. incisum (Torr. & A. Gray) N.H. Holmgren,sticky purple geranium,forb
GEAL3,NA,Geum aleppicum Jacq.,yellow avens,forb
GEMA4,NA,Geum macrophyllum Willd.,largeleaf avens,forb
GEMAP,NA,Geum macrophyllum Willd. var. perincisum (Rydb.) Raup,largeleaf avens,forb
GERI2,NA,Geum rivale L.,purple avens,forb
GERO2,NA,Geum rossii (R. Br.) Ser.,Ross' avens,forb
GEROT,NA,Geum rossii (R. Br.) Ser. var. turbinatum (Rydb.) C.L. Hitchc.,Ross' avens,forb
GETR,NA,Geum triflorum Pursh,old man's whiskers,forb
GETRC2,NA,Geum triflorum Pursh var. ciliatum (Pursh) Fassett,old man's whiskers,forb
GETRT,NA,Geum triflorum Pursh var. triflorum,old man's whiskers,forb
GICL2,NA,Gilia clokeyi H. Mason,Clokey's gilia,forb
GIIN2,NA,Gilia inconspicua (Sm.) Sweet,shy gilia,forb
GIOP,NA,Gilia ophthalmoides Brand,eyed gilia,forb
GISI,NA,Gilia sinuata Douglas ex Benth.,rosy gilia,forb
GITW,NA,Gilia tweedyi Rydb.,Tweedy's gila,forb
GIAC4,NA,Giliastrum acerosum (A. Gray) Rydb.,bluebowls,forb
GLBI2,NA,Glandularia bipinnatifida (Nutt.) Nutt.,Dakota mock vervain,forb
GLBIB,NA,Glandularia bipinnatifida (Nutt.) Nutt. var. bipinnatifida,Dakota mock vervain,forb
GLBIC,NA,Glandularia bipinnatifida (Nutt.) Nutt. var. ciliata (Benth.) B.L. Turner,Davis Mountain mock vervain,forb
GLCA2,NA,Glandularia canadensis (L.) Nutt.,rose mock vervain,forb
GLGO,NA,Glandularia gooddingii (Briq.) Solbrig,southwestern mock vervain,forb
GLCO3,NA,Glaucium corniculatum (L.) J.H. Rudolph,blackspot hornpoppy,forb
GLFL,NA,Glaucium flavum Crantz,yellow hornpoppy,forb
GLMA,NA,Glaux maritima L.,sea milkwort,forb
GLCO6,NA,Glebionis coronarium (L.) Tzvelev,crowndaisy,forb
GLHE2,NA,Glechoma hederacea L.,ground ivy,forb
GLLE3,NA,Glycyrrhiza lepidota Pursh,American licorice,forb
GNEX,NA,Gnaphalium exilifolium A. Nelson,slender cudweed,forb
GNPA,NA,Gnaphalium palustre Nutt.,western marsh cudweed,forb
GNUL,NA,Gnaphalium uliginosum L.,marsh cudweed,forb
GOOB2,NA,Goodyera oblongifolia Raf.,western rattlesnake plantain,forb
GORE2,NA,Goodyera repens (L.) R. Br.,lesser rattlesnake plantain,forb
GRNE,NA,Gratiola neglecta Torr.,clammy hedgehyssop,forb
GRAC,NA,Grindelia acutifolia Steyerm.,sharpleaf gumweed,forb
GRAR2,NA,Grindelia arizonica A. Gray,Arizona gumweed,forb
GRARS,NA,Grindelia arizonica A. Gray var. stenophylla Steyerm.,Arizona gumweed,forb
GRDE,NA,Grindelia decumbens Greene,reclined gumweed,forb
GRDED,NA,Grindelia decumbens Greene var. decumbens,reclined gumweed,forb
GRDES,NA,Grindelia decumbens Greene var. subincisa (Greene) Steyerm.,reclined gumweed,forb
GRFA,NA,Grindelia fastigiata Greene,pointed gumweed,forb
GRIN2,NA,Grindelia inornata Greene,Colorado gumweed,forb
GRINA,NA,Grindelia inornata Greene var. angusta Steyerm.,Colorado gumweed,forb
GRINI,NA,Grindelia inornata Greene var. inornata,Colorado gumweed,forb
GRNU,NA,Grindelia nuda Alph. Wood,curlytop gumweed,forb
GRNUA,NA,Grindelia nuda Alph. Wood var. aphanactis (Rydb.) G.L. Nesom,curlytop gumweed,forb
GRNUN,NA,Grindelia nuda Alph. Wood var. nuda,curlytop gumweed,forb
GRPA8,NA,Grindelia papposa G.L. Nesom & Suh,Spanish gold,forb
GRRE,NA,Grindelia revoluta Steyerm.,rolled gumweed,forb
GRSQ,NA,Grindelia squarrosa (Pursh) Dunal,curlycup gumweed,forb
GRSQQ,NA,Grindelia squarrosa (Pursh) Dunal var. quasiperennis Lunell,curlycup gumweed,forb
GRSQS,NA,Grindelia squarrosa (Pursh) Dunal var. serrulata (Rydb.) Steyerm.,curlycup gumweed,forb
GRSQS2,NA,Grindelia squarrosa (Pursh) Dunal var. squarrosa,curlycup gumweed,forb
GRSU,NA,Grindelia subalpina Greene,subalpine gumweed,forb
GRSUE,NA,Grindelia subalpina Greene var. erecta (A. Nelson) Steyerm.,subalpine gumweed,forb
GRSUS,NA,Grindelia subalpina Greene var. subalpina,subalpine gumweed,forb
GUDE,NA,Guilleminea densa (Humb. & Bonpl. ex Schult.) Moq.,small matweed,forb
GUDED,NA,Guilleminea densa (Humb. & Bonpl. ex Schult.) Moq. var. densa,small matweed,forb
GUSA2,NA,Gutierrezia sarothrae (Pursh) Britton & Rusby,broom snakeweed,forb
GYBR2,NA,Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler [disjunctum × dryopteris],oakfern,forb
GYDI2,NA,Gymnocarpium disjunctum (Rupr.) Ching,Pacific oakfern,forb
GYDR,NA,Gymnocarpium dryopteris (L.) Newman,western oakfern,forb
GYPA2,NA,Gymnosteris parvula A. Heller,smallflower gymnosteris,forb
GYEL,NA,Gypsophila elegans M. Bieb.,showy baby's-breath,forb
GYPA,NA,Gypsophila paniculata L.,baby's breath,forb
GYSC,NA,Gypsophila scorzonerifolia Ser.,garden baby's-breath,forb
HABE3,NA,Hackelia besseyi (Rydb.) J.L. Gentry,Bessey's stickseed,forb
HADE,NA,Hackelia deflexa (Wahlenb.) Opiz,nodding stickseed,forb
HADEA,NA,Hackelia deflexa (Wahlenb.) Opiz var. americana (A. Gray) Fernald & I.M. Johnst.,American stickseed,forb
HAFL2,NA,Hackelia floribunda (Lehm.) I.M. Johnst.,manyflower stickseed,forb
HAGR10,NA,Hackelia gracilenta (Eastw.) I.M. Johnst.,Mesa Verde stickseed,forb
HAMI,NA,Hackelia micrantha (Eastw.) J.L. Gentry,Jessica sticktight,forb
HAVI3,NA,Halimolobos virgata (Nutt.) O.E. Schulz,rod halimolobos,forb
HAGL,NA,Halogeton glomeratus (M. Bieb.) C.A. Mey.,saltlover,forb
HAGR4,NA,Haploesthes greggii A. Gray,false broomweed,forb
HAGRT,NA,Haploesthes greggii A. Gray var. texana (J.M. Coult.) I.M. Johnst.,Texas false broomweed,forb
HATR,NA,Harbouria trachypleura (A. Gray) J.M. Coult. & Rose,whiskbroom parsley,forb
HEDR,NA,Hedeoma drummondii Benth.,Drummond's false pennyroyal,forb
HEHI,NA,Hedeoma hispida Pursh,rough false pennyroyal,forb
HEBO,NA,Hedysarum boreale Nutt.,Utah sweetvetch,forb
HEBOB,NA,Hedysarum boreale Nutt. ssp. boreale,Utah sweetvetch,forb
HEBOB2,NA,Hedysarum boreale Nutt. ssp. boreale var. boreale,Utah sweetvetch,forb
HEOC,NA,Hedysarum occidentale Greene,western sweetvetch,forb
HEOCC,NA,Hedysarum occidentale Greene var. canone S.L. Welsh,western sweetvetch,forb
HEOCO2,NA,Hedysarum occidentale Greene var. occidentale,western sweetvetch,forb
HEAU,NA,Helenium autumnale L.,common sneezeweed,forb
HEAUM,NA,Helenium autumnale L. var. montanum (Nutt.) Fernald,mountain sneezeweed,forb
HEMI,NA,Helenium microcephalum DC.,smallhead sneezeweed,forb
HEMIM,NA,Helenium microcephalum DC. var. microcephalum,smallhead sneezeweed,forb
HEMI2,NA,Helianthella microcephala (A. Gray) A. Gray,purpledisk helianthella,forb
HEPA,NA,Helianthella parryi A. Gray,Parry's dwarf-sunflower,forb
HEQU2,NA,Helianthella quinquenervis (Hook.) A. Gray,fivenerve helianthella,forb
HEUN,NA,Helianthella uniflora (Nutt.) Torr. & A. Gray,oneflower helianthella,forb
HEUNU,NA,Helianthella uniflora (Nutt.) Torr. & A. Gray var. uniflora,oneflower helianthella,forb
HEBI2,NA,Helianthemum bicknellii Fernald,hoary frostweed,forb
HEOR,NA,Helianthus ×orgyaloides Cockerell (pro sp.) [maximiliani × salicifolius],sunflower,forb
